order_id,customer_ref,channel_id,store_id,status,ordered_at,gross_value,discount_value,tax_value,net_value,product_external_id,quantity,unit_price,discount_amount,tax_amount,net_price,is_promo
PED-00028,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-16T07:23:46,963.82,0.0,65.83,1029.65,SKU-2021,1,643.78,0.0,42.31,686.09,False
PED-00028,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-16T07:23:46,1264.49,0.0,81.84,1346.33,SKU-2072,1,300.67,0.0,16.01,316.68,False
PED-00028,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-16T07:23:46,1408.09,0.0,96.74,1504.83,SKU-2131,2,71.8,0.0,7.45,79.25,False
PED-00029,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-01T04:14:35,10952.61,0.0,1232.01,12184.62,SKU-2126,3,3650.87,0.0,410.67,4061.54,False
PED-00029,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-01T04:14:35,11095.61,0.0,1241.35,12336.96,SKU-2102,1,143.0,0.0,9.34,152.34,False
PED-00029,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-01T04:14:35,12607.49,0.0,1322.26,13929.75,SKU-2062,3,503.96,0.0,26.97,530.93,False
PED-00029,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-01T04:14:35,17165.71,0.0,1588.89,18754.6,SKU-2037,1,4558.22,0.0,266.63,4824.85,False
PED-00030,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-05T10:51:43,204.93,0.0,12.54,217.47,SKU-2113,3,68.31,0.0,4.18,72.49,False
PED-00030,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-05T10:51:43,607.55,0.0,53.86,661.41,SKU-2129,2,201.31,0.0,20.66,221.97,False
PED-00030,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-05T10:51:43,814.19,0.0,75.43,889.62,SKU-2109,3,68.88,0.0,7.19,76.07,False
PED-00031,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T07:46:18,895.46,0.0,49.82,945.28,SKU-2069,2,447.73,0.0,24.91,472.64,False
PED-00031,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T07:46:18,922.09,0.0,52.45,974.54,SKU-2085,1,26.63,0.0,2.63,29.26,False
PED-00032,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T18:40:28,81.39,0.0,4.17,85.56,SKU-2015,3,27.13,0.0,1.39,28.52,False
PED-00032,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T18:40:28,1355.73,0.0,68.4,1424.13,SKU-2052,3,424.78,0.0,21.41,446.19,False
PED-00032,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T18:40:28,3401.47,0.0,226.54,3628.01,SKU-2107,2,1022.87,0.0,79.07,1101.94,False
PED-00032,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-07T18:40:28,3696.57,0.0,256.48,3953.05,SKU-2099,2,147.55,0.0,14.97,162.52,False
PED-00033,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T09:17:16,20595.81,0.0,1703.64,22299.45,SKU-2007,3,6865.27,0.0,567.88,7433.15,False
PED-00033,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T09:17:16,20743.36,0.0,1716.53,22459.89,SKU-2099,1,147.55,0.0,12.89,160.44,False
PED-00033,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T09:17:16,33005.36,0.0,2898.71,35904.07,SKU-2086,2,6131.0,0.0,591.09,6722.09,False
PED-00033,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T09:17:16,33120.2,0.0,2905.54,36025.74,SKU-2103,1,114.84,0.0,6.83,121.67,False
PED-00034,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T17:45:40,12262.0,0.0,683.4,12945.4,SKU-2086,2,6131.0,0.0,341.7,6472.7,False
PED-00034,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T17:45:40,17409.8,0.0,959.56,18369.36,SKU-2097,1,5147.8,0.0,276.16,5423.96,False
PED-00034,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-23T17:45:40,18613.3,0.0,1025.52,19638.82,SKU-2071,2,601.75,0.0,32.98,634.73,False
PED-00035,CLI-10002,CH-APP,LOJA-01,confirmed,2024-07-24T00:30:36,366.94,0.0,32.84,399.78,SKU-2061,2,183.47,0.0,16.42,199.89,False
PED-00035,CLI-10002,CH-APP,LOJA-01,confirmed,2024-07-24T00:30:36,921.22,0.0,70.5,991.72,SKU-2032,1,554.28,0.0,37.66,591.94,False
PED-00036,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-30T09:26:10,863.46,97.05,74.67,841.08,SKU-2079,3,287.82,32.35,24.89,280.36,True
PED-00036,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-30T09:26:10,2977.58,97.05,286.19,3166.72,SKU-2027,2,1057.06,0.0,105.76,1162.82,False
PED-00037,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-07T10:06:48,400.14,0.0,38.54,438.68,SKU-2030,2,200.07,0.0,19.27,219.34,False
PED-00037,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-07T10:06:48,418.71,0.0,39.91,458.62,SKU-2144,1,18.57,0.0,1.37,19.94,False
PED-00037,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-07T10:06:48,1066.41,0.0,77.09,1143.5,SKU-2010,2,323.85,0.0,18.59,342.44,False
PED-00038,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-14T07:54:15,29.78,0.0,3.22,33.0,SKU-2045,2,14.89,0.0,1.61,16.5,False
PED-00038,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-14T07:54:15,173.18,0.0,18.94,192.12,SKU-2133,3,47.8,0.0,5.24,53.04,False
PED-00038,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-14T07:54:15,620.91,0.0,55.46,676.37,SKU-2069,1,447.73,0.0,36.52,484.25,False
PED-00038,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-14T07:54:15,3214.47,0.0,306.44,3520.91,SKU-2137,2,1296.78,0.0,125.49,1422.27,False
PED-00039,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-18T23:53:05,24362.85,0.0,1689.3,26052.15,SKU-2066,3,8120.95,0.0,563.1,8684.05,False
PED-00039,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-18T23:53:05,25679.74,0.0,1772.76,27452.5,SKU-2087,1,1316.89,0.0,83.46,1400.35,False
PED-00039,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-18T23:53:05,26281.49,0.0,1823.43,28104.92,SKU-2071,1,601.75,0.0,50.67,652.42,False
PED-00040,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-27T00:33:33,328.58,0.0,32.34,360.92,SKU-2023,2,164.29,0.0,16.17,180.46,False
PED-00041,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-01T23:38:39,1309.76,0.0,86.62,1396.38,SKU-2140,2,654.88,0.0,43.31,698.19,False
PED-00041,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-01T23:38:39,1337.18,0.0,88.21,1425.39,SKU-2084,3,9.14,0.0,0.53,9.67,False
PED-00041,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-01T23:38:39,1603.85,0.0,114.43,1718.28,SKU-2090,3,88.89,0.0,8.74,97.63,False
PED-00041,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-01T23:38:39,11567.2,0.0,950.29,12517.49,SKU-2116,1,9963.35,0.0,835.86,10799.21,False
PED-00042,CLI-10002,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-27T16:24:21,83.84,0.0,5.24,89.08,SKU-2049,2,41.92,0.0,2.62,44.54,False
PED-00043,CLI-10003,CH-FISICO,LOJA-02,confirmed,2024-07-22T18:49:24,931.86,0.0,49.94,981.8,SKU-2120,2,465.93,0.0,24.97,490.9,False
PED-00043,CLI-10003,CH-FISICO,LOJA-02,confirmed,2024-07-22T18:49:24,1534.4,38.0,97.6,1594.0,SKU-2122,2,301.27,19.0,23.83,306.1,True
PED-00043,CLI-10003,CH-FISICO,LOJA-02,confirmed,2024-07-22T18:49:24,2691.32,38.0,159.79,2813.11,SKU-2112,3,385.64,0.0,20.73,406.37,False
PED-00044,CLI-10004,CH-WEB,LOJA-WEB,confirmed,2024-05-21T17:03:14,19.74,0.0,1.08,20.82,SKU-2115,2,9.87,0.0,0.54,10.41,False
PED-00044,CLI-10004,CH-WEB,LOJA-WEB,confirmed,2024-05-21T17:03:14,224.67,41.52,16.41,199.56,SKU-2113,3,68.31,13.84,5.11,59.58,True
PED-00044,CLI-10004,CH-WEB,LOJA-WEB,confirmed,2024-05-21T17:03:14,15281.75,41.52,934.81,16175.04,SKU-2076,2,7528.54,0.0,459.2,7987.74,False
PED-00044,CLI-10004,CH-WEB,LOJA-WEB,confirmed,2024-05-21T17:03:14,15350.63,41.52,939.01,16248.12,SKU-2109,1,68.88,0.0,4.2,73.08,False
PED-00045,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-07-20T22:41:04,902.01,0.0,61.8,963.81,SKU-2072,3,300.67,0.0,20.6,321.27,False
PED-00045,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-07-20T22:41:04,30792.06,0.0,3238.32,34030.38,SKU-2116,3,9963.35,0.0,1058.84,11022.19,False
PED-00045,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-07-20T22:41:04,30902.14,0.0,3248.02,34150.16,SKU-2018,1,110.08,0.0,9.7,119.78,False
PED-00046,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-11-21T02:24:39,639.02,0.0,52.92,691.94,SKU-2078,2,319.51,0.0,26.46,345.97,False
PED-00046,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-11-21T02:24:39,675.26,0.0,57.12,732.38,SKU-2145,2,18.12,0.0,2.1,20.22,False
PED-00047,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-12-26T04:13:09,27338.37,0.0,2467.68,29806.05,SKU-2006,3,9112.79,0.0,822.56,9935.35,False
PED-00047,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-12-26T04:13:09,27502.66,0.0,2483.63,29986.29,SKU-2023,1,164.29,0.0,15.95,180.24,False
PED-00047,CLI-10004,CH-WEB,LOJA-WEB,delivered,2024-12-26T04:13:09,31353.64,0.0,2881.89,34235.53,SKU-2058,2,1925.49,0.0,199.13,2124.62,False
PED-00048,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-04-16T15:03:33,723.0,0.0,61.22,784.22,SKU-2041,2,361.5,0.0,30.61,392.11,False
PED-00049,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-05-09T16:40:08,143.92,0.0,16.98,160.9,SKU-2080,2,71.96,0.0,8.49,80.45,False
PED-00050,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-11T06:49:28,52.96,0.0,4.5,57.46,SKU-2105,2,26.48,0.0,2.25,28.73,False
PED-00050,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-11T06:49:28,199.74,0.0,13.94,213.68,SKU-2013,2,73.39,0.0,4.72,78.11,False
PED-00050,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-11T06:49:28,3562.62,361.86,349.04,3549.8,SKU-2048,3,1120.96,120.62,111.7,1112.04,True
PED-00050,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-11T06:49:28,3724.16,401.38,360.34,3683.12,SKU-2132,2,80.77,19.76,5.65,66.66,True
PED-00051,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-06-19T01:24:53,1854.56,0.0,107.98,1962.54,SKU-2057,1,1854.56,0.0,107.98,1962.54,False
PED-00052,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-20T03:59:56,9357.94,0.0,562.65,9920.59,SKU-2106,1,9357.94,0.0,562.65,9920.59,False
PED-00052,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-20T03:59:56,9504.63,0.0,575.2,10079.83,SKU-2123,1,146.69,0.0,12.55,159.24,False
PED-00052,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-07-20T03:59:56,9970.56,0.0,607.51,10578.07,SKU-2120,1,465.93,0.0,32.31,498.24,False
PED-00053,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-08-13T08:05:02,902.01,0.0,82.17,984.18,SKU-2072,3,300.67,0.0,27.39,328.06,False
PED-00054,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-12T15:59:09,29890.05,0.0,3285.54,33175.59,SKU-2116,3,9963.35,0.0,1095.18,11058.53,False
PED-00054,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-12T15:59:09,30758.69,172.8,3354.68,33940.57,SKU-2082,2,434.32,86.4,34.57,382.49,True
PED-00054,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-12T15:59:09,33000.61,172.8,3570.94,36398.75,SKU-2048,2,1120.96,0.0,108.13,1229.09,False
PED-00054,CLI-10005,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2024-09-12T15:59:09,33551.02,172.8,3617.53,36995.75,SKU-2061,3,183.47,0.0,15.53,199.0,False
PED-00055,CLI-10006,CH-APP,LOJA-02,confirmed,2024-07-06T23:43:53,1384.32,0.0,136.34,1520.66,SKU-2019,2,692.16,0.0,68.17,760.33,False
