product_external_id,channel_id,store_id,quantity,available
SKU-2006,CH-FISICO,LOJA-03,80,True
SKU-2006,CH-FISICO,LOJA-04,101,True
SKU-2006,CH-FISICO,LOJA-05,102,True
SKU-2006,CH-TELEVENDAS,LOJA-TELEVENDAS,177,True
SKU-2007,CH-WEB,LOJA-WEB,49,True
SKU-2007,CH-APP,LOJA-01,94,True
SKU-2007,CH-APP,LOJA-02,22,True
SKU-2007,CH-APP,LOJA-03,83,True
SKU-2007,CH-FISICO,LOJA-01,112,True
SKU-2007,CH-FISICO,LOJA-02,106,True
SKU-2007,CH-FISICO,LOJA-03,107,True
SKU-2007,CH-FISICO,LOJA-04,53,True
SKU-2007,CH-FISICO,LOJA-05,130,True
SKU-2007,CH-TELEVENDAS,LOJA-TELEVENDAS,107,True
SKU-2008,CH-WEB,LOJA-WEB,100,True
SKU-2008,CH-APP,LOJA-01,47,True
SKU-2008,CH-APP,LOJA-02,6,True
SKU-2008,CH-APP,LOJA-03,138,True
SKU-2008,CH-FISICO,LOJA-01,137,True
SKU-2008,CH-FISICO,LOJA-02,64,True
SKU-2008,CH-FISICO,LOJA-03,111,True
SKU-2008,CH-FISICO,LOJA-04,113,True
SKU-2008,CH-FISICO,LOJA-05,69,True
SKU-2008,CH-TELEVENDAS,LOJA-TELEVENDAS,103,True
SKU-2009,CH-WEB,LOJA-WEB,151,True
SKU-2009,CH-APP,LOJA-01,121,True
SKU-2009,CH-APP,LOJA-02,43,True
SKU-2009,CH-APP,LOJA-03,171,True
SKU-2009,CH-FISICO,LOJA-01,100,True
SKU-2009,CH-FISICO,LOJA-02,55,True
SKU-2009,CH-FISICO,LOJA-03,10,True
SKU-2009,CH-FISICO,LOJA-04,136,True
SKU-2009,CH-FISICO,LOJA-05,188,True
SKU-2009,CH-TELEVENDAS,LOJA-TELEVENDAS,122,True
SKU-2010,CH-WEB,LOJA-WEB,80,True
SKU-2010,CH-APP,LOJA-01,186,True
SKU-2010,CH-APP,LOJA-02,16,True
SKU-2010,CH-APP,LOJA-03,111,True
SKU-2010,CH-FISICO,LOJA-01,40,True
SKU-2010,CH-FISICO,LOJA-02,16,True
SKU-2010,CH-FISICO,LOJA-03,135,True
SKU-2010,CH-FISICO,LOJA-04,92,True
SKU-2010,CH-FISICO,LOJA-05,62,True
SKU-2010,CH-TELEVENDAS,LOJA-TELEVENDAS,129,True
SKU-2011,CH-WEB,LOJA-WEB,44,True
SKU-2011,CH-APP,LOJA-01,135,True
SKU-2011,CH-APP,LOJA-02,136,True
SKU-2011,CH-APP,LOJA-03,133,True
SKU-2011,CH-FISICO,LOJA-01,26,True
SKU-2011,CH-FISICO,LOJA-02,21,True
SKU-2011,CH-FISICO,LOJA-03,186,True
SKU-2011,CH-FISICO,LOJA-04,114,True
SKU-2011,CH-FISICO,LOJA-05,152,True
SKU-2011,CH-TELEVENDAS,LOJA-TELEVENDAS,171,True
SKU-2012,CH-WEB,LOJA-WEB,124,True
SKU-2012,CH-APP,LOJA-01,115,True
SKU-2012,CH-APP,LOJA-02,159,True
SKU-2012,CH-APP,LOJA-03,6,True
SKU-2012,CH-FISICO,LOJA-01,107,True
SKU-2012,CH-FISICO,LOJA-02,186,True
SKU-2012,CH-FISICO,LOJA-03,59,True
SKU-2012,CH-FISICO,LOJA-04,125,True
SKU-2012,CH-FISICO,LOJA-05,193,True
SKU-2012,CH-TELEVENDAS,LOJA-TELEVENDAS,21,True
SKU-2013,CH-WEB,LOJA-WEB,111,True
SKU-2013,CH-APP,LOJA-01,85,True
SKU-2013,CH-APP,LOJA-02,39,True
SKU-2013,CH-APP,LOJA-03,84,True
SKU-2013,CH-FISICO,LOJA-01,76,True
SKU-2013,CH-FISICO,LOJA-02,180,True
SKU-2013,CH-FISICO,LOJA-03,146,True
SKU-2013,CH-FISICO,LOJA-04,117,True
SKU-2013,CH-FISICO,LOJA-05,116,True
SKU-2013,CH-TELEVENDAS,LOJA-TELEVENDAS,43,True
SKU-2014,CH-WEB,LOJA-WEB,54,True
SKU-2014,CH-APP,LOJA-01,25,True
SKU-2014,CH-APP,LOJA-02,114,True
SKU-2014,CH-APP,LOJA-03,102,True
SKU-2014,CH-FISICO,LOJA-01,108,True
SKU-2014,CH-FISICO,LOJA-02,83,True
SKU-2014,CH-FISICO,LOJA-03,153,True
SKU-2014,CH-FISICO,LOJA-04,36,True
SKU-2014,CH-FISICO,LOJA-05,11,True
SKU-2014,CH-TELEVENDAS,LOJA-TELEVENDAS,55,True
SKU-2015,CH-WEB,LOJA-WEB,14,True
SKU-2015,CH-APP,LOJA-01,167,True
SKU-2015,CH-APP,LOJA-02,162,True
SKU-2015,CH-APP,LOJA-03,21,True
SKU-2015,CH-FISICO,LOJA-01,132,True
SKU-2015,CH-FISICO,LOJA-02,87,True
SKU-2015,CH-FISICO,LOJA-03,121,True
SKU-2015,CH-FISICO,LOJA-04,98,True
SKU-2015,CH-FISICO,LOJA-05,24,True
SKU-2015,CH-TELEVENDAS,LOJA-TELEVENDAS,128,True
SKU-2016,CH-WEB,LOJA-WEB,114,True
SKU-2016,CH-APP,LOJA-01,4,True
SKU-2016,CH-APP,LOJA-02,6,True
SKU-2016,CH-APP,LOJA-03,3,True
SKU-2016,CH-FISICO,LOJA-01,0,False
SKU-2016,CH-FISICO,LOJA-02,84,True
SKU-2016,CH-FISICO,LOJA-03,168,True
SKU-2016,CH-FISICO,LOJA-04,111,True
SKU-2016,CH-FISICO,LOJA-05,132,True
SKU-2016,CH-TELEVENDAS,LOJA-TELEVENDAS,171,True
SKU-2017,CH-WEB,LOJA-WEB,15,True
SKU-2017,CH-APP,LOJA-01,26,True
SKU-2017,CH-APP,LOJA-02,63,True
SKU-2017,CH-APP,LOJA-03,156,True
SKU-2017,CH-FISICO,LOJA-01,61,True
SKU-2017,CH-FISICO,LOJA-02,186,True
SKU-2017,CH-FISICO,LOJA-03,152,True
SKU-2017,CH-FISICO,LOJA-04,100,True
SKU-2017,CH-FISICO,LOJA-05,56,True
SKU-2017,CH-TELEVENDAS,LOJA-TELEVENDAS,118,True
SKU-2018,CH-WEB,LOJA-WEB,99,True
SKU-2018,CH-APP,LOJA-01,76,True
SKU-2018,CH-APP,LOJA-02,131,True
SKU-2018,CH-APP,LOJA-03,50,True
SKU-2018,CH-FISICO,LOJA-01,47,True
SKU-2018,CH-FISICO,LOJA-02,193,True
SKU-2018,CH-FISICO,LOJA-03,3,True
SKU-2018,CH-FISICO,LOJA-04,198,True
SKU-2018,CH-FISICO,LOJA-05,199,True
SKU-2018,CH-TELEVENDAS,LOJA-TELEVENDAS,61,True
SKU-2019,CH-WEB,LOJA-WEB,98,True
SKU-2019,CH-APP,LOJA-01,141,True
SKU-2019,CH-APP,LOJA-02,168,True
SKU-2019,CH-APP,LOJA-03,196,True
SKU-2019,CH-FISICO,LOJA-01,41,True
SKU-2019,CH-FISICO,LOJA-02,140,True
SKU-2019,CH-FISICO,LOJA-03,90,True
SKU-2019,CH-FISICO,LOJA-04,128,True
SKU-2019,CH-FISICO,LOJA-05,46,True
SKU-2019,CH-TELEVENDAS,LOJA-TELEVENDAS,183,True
SKU-2020,CH-WEB,LOJA-WEB,142,True
SKU-2020,CH-APP,LOJA-01,69,True
SKU-2020,CH-APP,LOJA-02,45,True
SKU-2020,CH-APP,LOJA-03,6,True
SKU-2020,CH-FISICO,LOJA-01,176,True
SKU-2020,CH-FISICO,LOJA-02,117,True
SKU-2020,CH-FISICO,LOJA-03,51,True
SKU-2020,CH-FISICO,LOJA-04,34,True
SKU-2020,CH-FISICO,LOJA-05,2,True
SKU-2020,CH-TELEVENDAS,LOJA-TELEVENDAS,82,True
SKU-2021,CH-WEB,LOJA-WEB,157,True
SKU-2021,CH-APP,LOJA-01,102,True
SKU-2021,CH-APP,LOJA-02,11,True
SKU-2021,CH-APP,LOJA-03,61,True
SKU-2021,CH-FISICO,LOJA-01,112,True
SKU-2021,CH-FISICO,LOJA-02,112,True
SKU-2021,CH-FISICO,LOJA-03,37,True
SKU-2021,CH-FISICO,LOJA-04,47,True
SKU-2021,CH-FISICO,LOJA-05,55,True
SKU-2021,CH-TELEVENDAS,LOJA-TELEVENDAS,101,True
SKU-2022,CH-WEB,LOJA-WEB,158,True
SKU-2022,CH-APP,LOJA-01,8,True
SKU-2022,CH-APP,LOJA-02,139,True
SKU-2022,CH-APP,LOJA-03,191,True
SKU-2022,CH-FISICO,LOJA-01,35,True
SKU-2022,CH-FISICO,LOJA-02,131,True
SKU-2022,CH-FISICO,LOJA-03,111,True
SKU-2022,CH-FISICO,LOJA-04,104,True
SKU-2022,CH-FISICO,LOJA-05,10,True
SKU-2022,CH-TELEVENDAS,LOJA-TELEVENDAS,47,True
SKU-2023,CH-WEB,LOJA-WEB,195,True
SKU-2023,CH-APP,LOJA-01,69,True
SKU-2023,CH-APP,LOJA-02,179,True
SKU-2023,CH-APP,LOJA-03,53,True
SKU-2023,CH-FISICO,LOJA-01,40,True
SKU-2023,CH-FISICO,LOJA-02,74,True
SKU-2023,CH-FISICO,LOJA-03,4,True
SKU-2023,CH-FISICO,LOJA-04,115,True
SKU-2023,CH-FISICO,LOJA-05,23,True
SKU-2023,CH-TELEVENDAS,LOJA-TELEVENDAS,168,True
SKU-2024,CH-WEB,LOJA-WEB,133,True
SKU-2024,CH-APP,LOJA-01,119,True
SKU-2024,CH-APP,LOJA-02,145,True
SKU-2024,CH-APP,LOJA-03,129,True
SKU-2024,CH-FISICO,LOJA-01,39,True
SKU-2024,CH-FISICO,LOJA-02,81,True
SKU-2024,CH-FISICO,LOJA-03,181,True
SKU-2024,CH-FISICO,LOJA-04,28,True
SKU-2024,CH-FISICO,LOJA-05,130,True
SKU-2024,CH-TELEVENDAS,LOJA-TELEVENDAS,130,True
SKU-2025,CH-WEB,LOJA-WEB,115,True
SKU-2025,CH-APP,LOJA-01,64,True
SKU-2025,CH-APP,LOJA-02,184,True
SKU-2025,CH-APP,LOJA-03,126,True
SKU-2025,CH-FISICO,LOJA-01,48,True
SKU-2025,CH-FISICO,LOJA-02,74,True
SKU-2025,CH-FISICO,LOJA-03,93,True
SKU-2025,CH-FISICO,LOJA-04,85,True
SKU-2025,CH-FISICO,LOJA-05,78,True
SKU-2025,CH-TELEVENDAS,LOJA-TELEVENDAS,119,True
SKU-2026,CH-WEB,LOJA-WEB,142,True
SKU-2026,CH-APP,LOJA-01,198,True
SKU-2026,CH-APP,LOJA-02,19,True
SKU-2026,CH-APP,LOJA-03,103,True
SKU-2026,CH-FISICO,LOJA-01,108,True
SKU-2026,CH-FISICO,LOJA-02,181,True
SKU-2026,CH-FISICO,LOJA-03,132,True
SKU-2026,CH-FISICO,LOJA-04,192,True
SKU-2026,CH-FISICO,LOJA-05,100,True
SKU-2026,CH-TELEVENDAS,LOJA-TELEVENDAS,54,True
SKU-2027,CH-WEB,LOJA-WEB,121,True
SKU-2027,CH-APP,LOJA-01,70,True
SKU-2027,CH-APP,LOJA-02,96,True
SKU-2027,CH-APP,LOJA-03,138,True
SKU-2027,CH-FISICO,LOJA-01,64,True
SKU-2027,CH-FISICO,LOJA-02,43,True
SKU-2027,CH-FISICO,LOJA-03,176,True
SKU-2027,CH-FISICO,LOJA-04,30,True
SKU-2027,CH-FISICO,LOJA-05,81,True
SKU-2027,CH-TELEVENDAS,LOJA-TELEVENDAS,113,True
SKU-2028,CH-WEB,LOJA-WEB,40,True
SKU-2028,CH-APP,LOJA-01,33,True
SKU-2028,CH-APP,LOJA-02,26,True
SKU-2028,CH-APP,LOJA-03,153,True
SKU-2028,CH-FISICO,LOJA-01,43,True
SKU-2028,CH-FISICO,LOJA-02,32,True
SKU-2028,CH-FISICO,LOJA-03,4,True
SKU-2028,CH-FISICO,LOJA-04,125,True
SKU-2028,CH-FISICO,LOJA-05,151,True
SKU-2028,CH-TELEVENDAS,LOJA-TELEVENDAS,106,True
SKU-2029,CH-WEB,LOJA-WEB,40,True
SKU-2029,CH-APP,LOJA-01,161,True
SKU-2029,CH-APP,LOJA-02,27,True
SKU-2029,CH-APP,LOJA-03,130,True
SKU-2029,CH-FISICO,LOJA-01,7,True
SKU-2029,CH-FISICO,LOJA-02,120,True
SKU-2029,CH-FISICO,LOJA-03,23,True
SKU-2029,CH-FISICO,LOJA-04,46,True
SKU-2029,CH-FISICO,LOJA-05,59,True
SKU-2029,CH-TELEVENDAS,LOJA-TELEVENDAS,10,True
SKU-2030,CH-WEB,LOJA-WEB,17,True
SKU-2030,CH-APP,LOJA-01,50,True
SKU-2030,CH-APP,LOJA-02,40,True
SKU-2030,CH-APP,LOJA-03,123,True
SKU-2030,CH-FISICO,LOJA-01,146,True
SKU-2030,CH-FISICO,LOJA-02,2,True
SKU-2030,CH-FISICO,LOJA-03,148,True
SKU-2030,CH-FISICO,LOJA-04,155,True
SKU-2030,CH-FISICO,LOJA-05,78,True
SKU-2030,CH-TELEVENDAS,LOJA-TELEVENDAS,142,True
SKU-2031,CH-WEB,LOJA-WEB,160,True
SKU-2031,CH-APP,LOJA-01,20,True
SKU-2031,CH-APP,LOJA-02,13,True
SKU-2031,CH-APP,LOJA-03,181,True
SKU-2031,CH-FISICO,LOJA-01,91,True
SKU-2031,CH-FISICO,LOJA-02,100,True
SKU-2031,CH-FISICO,LOJA-03,150,True
SKU-2031,CH-FISICO,LOJA-04,114,True
SKU-2031,CH-FISICO,LOJA-05,194,True
SKU-2031,CH-TELEVENDAS,LOJA-TELEVENDAS,185,True
SKU-2032,CH-WEB,LOJA-WEB,172,True
SKU-2032,CH-APP,LOJA-01,121,True
SKU-2032,CH-APP,LOJA-02,51,True
SKU-2032,CH-APP,LOJA-03,66,True
SKU-2032,CH-FISICO,LOJA-01,196,True
SKU-2032,CH-FISICO,LOJA-02,77,True
SKU-2032,CH-FISICO,LOJA-03,69,True
SKU-2032,CH-FISICO,LOJA-04,188,True
SKU-2032,CH-FISICO,LOJA-05,81,True
SKU-2032,CH-TELEVENDAS,LOJA-TELEVENDAS,16,True
SKU-2033,CH-WEB,LOJA-WEB,23,True
SKU-2033,CH-APP,LOJA-01,82,True
SKU-2033,CH-APP,LOJA-02,34,True
SKU-2033,CH-APP,LOJA-03,175,True
SKU-2033,CH-FISICO,LOJA-01,157,True
SKU-2033,CH-FISICO,LOJA-02,23,True
SKU-2033,CH-FISICO,LOJA-03,56,True
SKU-2033,CH-FISICO,LOJA-04,170,True
SKU-2033,CH-FISICO,LOJA-05,25,True
SKU-2033,CH-TELEVENDAS,LOJA-TELEVENDAS,50,True
SKU-2034,CH-WEB,LOJA-WEB,66,True
SKU-2034,CH-APP,LOJA-01,122,True
SKU-2034,CH-APP,LOJA-02,168,True
SKU-2034,CH-APP,LOJA-03,78,True
SKU-2034,CH-FISICO,LOJA-01,1,True
SKU-2034,CH-FISICO,LOJA-02,47,True
SKU-2034,CH-FISICO,LOJA-03,9,True
SKU-2034,CH-FISICO,LOJA-04,36,True
SKU-2034,CH-FISICO,LOJA-05,42,True
SKU-2034,CH-TELEVENDAS,LOJA-TELEVENDAS,46,True
SKU-2035,CH-WEB,LOJA-WEB,1,True
SKU-2035,CH-APP,LOJA-01,191,True
SKU-2035,CH-APP,LOJA-02,178,True
SKU-2035,CH-APP,LOJA-03,120,True
SKU-2035,CH-FISICO,LOJA-01,21,True
SKU-2035,CH-FISICO,LOJA-02,137,True
SKU-2035,CH-FISICO,LOJA-03,59,True
SKU-2035,CH-FISICO,LOJA-04,183,True
SKU-2035,CH-FISICO,LOJA-05,42,True
SKU-2035,CH-TELEVENDAS,LOJA-TELEVENDAS,137,True
SKU-2036,CH-WEB,LOJA-WEB,72,True
SKU-2036,CH-APP,LOJA-01,192,True
SKU-2036,CH-APP,LOJA-02,74,True
SKU-2036,CH-APP,LOJA-03,108,True
SKU-2036,CH-FISICO,LOJA-01,139,True
SKU-2036,CH-FISICO,LOJA-02,174,True
SKU-2036,CH-FISICO,LOJA-03,60,True
SKU-2036,CH-FISICO,LOJA-04,158,True
SKU-2036,CH-FISICO,LOJA-05,51,True
SKU-2036,CH-TELEVENDAS,LOJA-TELEVENDAS,191,True
SKU-2037,CH-WEB,LOJA-WEB,19,True
SKU-2037,CH-APP,LOJA-01,51,True
SKU-2037,CH-APP,LOJA-02,40,True
SKU-2037,CH-APP,LOJA-03,106,True
SKU-2037,CH-FISICO,LOJA-01,181,True
SKU-2037,CH-FISICO,LOJA-02,110,True
SKU-2037,CH-FISICO,LOJA-03,63,True
SKU-2037,CH-FISICO,LOJA-04,182,True
SKU-2037,CH-FISICO,LOJA-05,72,True
SKU-2037,CH-TELEVENDAS,LOJA-TELEVENDAS,40,True
SKU-2038,CH-WEB,LOJA-WEB,46,True
SKU-2038,CH-APP,LOJA-01,167,True
SKU-2038,CH-APP,LOJA-02,29,True
SKU-2038,CH-APP,LOJA-03,26,True
SKU-2038,CH-FISICO,LOJA-01,140,True
SKU-2038,CH-FISICO,LOJA-02,12,True
SKU-2038,CH-FISICO,LOJA-03,2,True
SKU-2038,CH-FISICO,LOJA-04,184,True
SKU-2038,CH-FISICO,LOJA-05,145,True
SKU-2038,CH-TELEVENDAS,LOJA-TELEVENDAS,72,True
SKU-2039,CH-WEB,LOJA-WEB,72,True
SKU-2039,CH-APP,LOJA-01,1,True
SKU-2039,CH-APP,LOJA-02,115,True
SKU-2039,CH-APP,LOJA-03,143,True
SKU-2039,CH-FISICO,LOJA-01,117,True
SKU-2039,CH-FISICO,LOJA-02,88,True
SKU-2039,CH-FISICO,LOJA-03,18,True
SKU-2039,CH-FISICO,LOJA-04,123,True
SKU-2039,CH-FISICO,LOJA-05,184,True
SKU-2039,CH-TELEVENDAS,LOJA-TELEVENDAS,141,True
SKU-2040,CH-WEB,LOJA-WEB,172,True
SKU-2040,CH-APP,LOJA-01,15,True
SKU-2040,CH-APP,LOJA-02,15,True
SKU-2040,CH-APP,LOJA-03,169,True
SKU-2040,CH-FISICO,LOJA-01,93,True
SKU-2040,CH-FISICO,LOJA-02,36,True
SKU-2040,CH-FISICO,LOJA-03,63,True
SKU-2040,CH-FISICO,LOJA-04,168,True
SKU-2040,CH-FISICO,LOJA-05,117,True
SKU-2040,CH-TELEVENDAS,LOJA-TELEVENDAS,179,True
SKU-2041,CH-WEB,LOJA-WEB,44,True
SKU-2041,CH-APP,LOJA-01,0,False
SKU-2041,CH-APP,LOJA-02,121,True
SKU-2041,CH-APP,LOJA-03,86,True
SKU-2041,CH-FISICO,LOJA-01,6,True
SKU-2041,CH-FISICO,LOJA-02,169,True
SKU-2041,CH-FISICO,LOJA-03,179,True
SKU-2041,CH-FISICO,LOJA-04,165,True
SKU-2041,CH-FISICO,LOJA-05,4,True
SKU-2041,CH-TELEVENDAS,LOJA-TELEVENDAS,139,True
SKU-2042,CH-WEB,LOJA-WEB,64,True
SKU-2042,CH-APP,LOJA-01,165,True
SKU-2042,CH-APP,LOJA-02,20,True
SKU-2042,CH-APP,LOJA-03,47,True
SKU-2042,CH-FISICO,LOJA-01,12,True
SKU-2042,CH-FISICO,LOJA-02,200,True
SKU-2042,CH-FISICO,LOJA-03,35,True
SKU-2042,CH-FISICO,LOJA-04,117,True
SKU-2042,CH-FISICO,LOJA-05,131,True
SKU-2042,CH-TELEVENDAS,LOJA-TELEVENDAS,4,True
SKU-2043,CH-WEB,LOJA-WEB,43,True
SKU-2043,CH-APP,LOJA-01,67,True
SKU-2043,CH-APP,LOJA-02,31,True
SKU-2043,CH-APP,LOJA-03,29,True
SKU-2043,CH-FISICO,LOJA-01,160,True
SKU-2043,CH-FISICO,LOJA-02,0,False
SKU-2043,CH-FISICO,LOJA-03,5,True
SKU-2043,CH-FISICO,LOJA-04,180,True
SKU-2043,CH-FISICO,LOJA-05,37,True
SKU-2043,CH-TELEVENDAS,LOJA-TELEVENDAS,8,True
SKU-2044,CH-WEB,LOJA-WEB,188,True
SKU-2044,CH-APP,LOJA-01,95,True
SKU-2044,CH-APP,LOJA-02,75,True
SKU-2044,CH-APP,LOJA-03,10,True
SKU-2044,CH-FISICO,LOJA-01,75,True
SKU-2044,CH-FISICO,LOJA-02,11,True
SKU-2044,CH-FISICO,LOJA-03,16,True
SKU-2044,CH-FISICO,LOJA-04,79,True
SKU-2044,CH-FISICO,LOJA-05,174,True
SKU-2044,CH-TELEVENDAS,LOJA-TELEVENDAS,199,True
SKU-2045,CH-WEB,LOJA-WEB,173,True
SKU-2045,CH-APP,LOJA-01,100,True
SKU-2045,CH-APP,LOJA-02,64,True
SKU-2045,CH-APP,LOJA-03,159,True
SKU-2045,CH-FISICO,LOJA-01,122,True
SKU-2045,CH-FISICO,LOJA-02,76,True
SKU-2045,CH-FISICO,LOJA-03,114,True
SKU-2045,CH-FISICO,LOJA-04,133,True
SKU-2045,CH-FISICO,LOJA-05,151,True
SKU-2045,CH-TELEVENDAS,LOJA-TELEVENDAS,134,True
SKU-2046,CH-WEB,LOJA-WEB,133,True
SKU-2046,CH-APP,LOJA-01,55,True
SKU-2046,CH-APP,LOJA-02,195,True
SKU-2046,CH-APP,LOJA-03,132,True
SKU-2046,CH-FISICO,LOJA-01,122,True
SKU-2046,CH-FISICO,LOJA-02,186,True
SKU-2046,CH-FISICO,LOJA-03,170,True
SKU-2046,CH-FISICO,LOJA-04,170,True
SKU-2046,CH-FISICO,LOJA-05,160,True
SKU-2046,CH-TELEVENDAS,LOJA-TELEVENDAS,87,True
SKU-2047,CH-WEB,LOJA-WEB,16,True
SKU-2047,CH-APP,LOJA-01,154,True
SKU-2047,CH-APP,LOJA-02,41,True
SKU-2047,CH-APP,LOJA-03,156,True
SKU-2047,CH-FISICO,LOJA-01,42,True
SKU-2047,CH-FISICO,LOJA-02,96,True
SKU-2047,CH-FISICO,LOJA-03,47,True
SKU-2047,CH-FISICO,LOJA-04,96,True
SKU-2047,CH-FISICO,LOJA-05,106,True
SKU-2047,CH-TELEVENDAS,LOJA-TELEVENDAS,39,True
SKU-2048,CH-WEB,LOJA-WEB,129,True
SKU-2048,CH-APP,LOJA-01,65,True
SKU-2048,CH-APP,LOJA-02,36,True
SKU-2048,CH-APP,LOJA-03,74,True
SKU-2048,CH-FISICO,LOJA-01,44,True
SKU-2048,CH-FISICO,LOJA-02,167,True
SKU-2048,CH-FISICO,LOJA-03,182,True
SKU-2048,CH-FISICO,LOJA-04,69,True
SKU-2048,CH-FISICO,LOJA-05,123,True
SKU-2048,CH-TELEVENDAS,LOJA-TELEVENDAS,57,True
SKU-2049,CH-WEB,LOJA-WEB,38,True
SKU-2049,CH-APP,LOJA-01,199,True
SKU-2049,CH-APP,LOJA-02,126,True
SKU-2049,CH-APP,LOJA-03,31,True
SKU-2049,CH-FISICO,LOJA-01,63,True
SKU-2049,CH-FISICO,LOJA-02,47,True
SKU-2049,CH-FISICO,LOJA-03,172,True
SKU-2049,CH-FISICO,LOJA-04,121,True
SKU-2049,CH-FISICO,LOJA-05,64,True
SKU-2049,CH-TELEVENDAS,LOJA-TELEVENDAS,123,True
SKU-2050,CH-WEB,LOJA-WEB,193,True
SKU-2050,CH-APP,LOJA-01,91,True
SKU-2050,CH-APP,LOJA-02,188,True
SKU-2050,CH-APP,LOJA-03,77,True
SKU-2050,CH-FISICO,LOJA-01,69,True
SKU-2050,CH-FISICO,LOJA-02,190,True
SKU-2050,CH-FISICO,LOJA-03,24,True
SKU-2050,CH-FISICO,LOJA-04,108,True
SKU-2050,CH-FISICO,LOJA-05,2,True
SKU-2050,CH-TELEVENDAS,LOJA-TELEVENDAS,67,True
SKU-2051,CH-WEB,LOJA-WEB,128,True
SKU-2051,CH-APP,LOJA-01,178,True
SKU-2051,CH-APP,LOJA-02,37,True
SKU-2051,CH-APP,LOJA-03,60,True
SKU-2051,CH-FISICO,LOJA-01,185,True
SKU-2051,CH-FISICO,LOJA-02,87,True
SKU-2051,CH-FISICO,LOJA-03,60,True
SKU-2051,CH-FISICO,LOJA-04,142,True
SKU-2051,CH-FISICO,LOJA-05,95,True
SKU-2051,CH-TELEVENDAS,LOJA-TELEVENDAS,156,True
SKU-2052,CH-WEB,LOJA-WEB,96,True
SKU-2052,CH-APP,LOJA-01,86,True
SKU-2052,CH-APP,LOJA-02,62,True
SKU-2052,CH-APP,LOJA-03,9,True
SKU-2052,CH-FISICO,LOJA-01,180,True
