external_id,name,price,description,image_url,category,attributes,is_active
SKU-2010,Calça de Moletom Hering Cropped Azul Marinho,323.85,"Calça de Moletom Hering no estilo Cropped para o Inverno. Confeccionada em Linho, proporciona conforto e leveza durante todo o dia. Cor Azul Marinho, disponível no tamanho M. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2010.jpg,"[""Roupas > Feminino > Calça de Moletoms"", ""Roupas > Feminino > Inverno"", ""Hering > Feminino""]","{""marca"": ""Hering"", ""tipo"": ""Calça de Moletom"", ""genero"": ""Feminino"", ""cor"": ""Azul Marinho"", ""tamanho"": ""M"", ""material"": ""Linho"", ""temporada"": ""Inverno"", ""fit"": ""Cropped""}",True
SKU-2011,Pijama Farm Straight Lilás,85.77,"Pijama Farm no estilo Straight para o Inverno. Confeccionada em Seda Acetinada, proporciona conforto e leveza durante todo o dia. Cor Lilás, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2011.jpg,"[""Roupas > Feminino > Pijamas"", ""Roupas > Feminino > Inverno"", ""Farm > Feminino""]","{""marca"": ""Farm"", ""tipo"": ""Pijama"", ""genero"": ""Feminino"", ""cor"": ""Lilás"", ""tamanho"": ""GG"", ""material"": ""Seda Acetinada"", ""temporada"": ""Inverno"", ""fit"": ""Straight""}",True
SKU-2012,Camiseta Animale Relaxed Fit Caramelo,396.36,"Camiseta Animale no estilo Relaxed Fit para o Inverno. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Caramelo, disponível no tamanho XGG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2012.jpg,"[""Roupas > Masculino > Camisetas"", ""Roupas > Masculino > Inverno"", ""Animale > Masculino""]","{""marca"": ""Animale"", ""tipo"": ""Camiseta"", ""genero"": ""Masculino"", ""cor"": ""Caramelo"", ""tamanho"": ""XGG"", ""material"": ""Jeans Stretch"", ""temporada"": ""Inverno"", ""fit"": ""Relaxed Fit""}",True
SKU-2013,Camiseta Infantil Carinhoso Branco 6-8 anos,73.39,"Camiseta Infantil infantil Carinhoso na cor Branco para crianças de 6-8 anos. Fabricado em Moletom Quentinho, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2013.jpg,"[""Roupas > Infantil > Camiseta Infantils"", ""Roupas > Infantil > 6-8 anos"", ""Carinhoso > Infantil""]","{""marca"": ""Carinhoso"", ""tipo"": ""Camiseta Infantil"", ""faixa_etaria"": ""6-8 anos"", ""cor"": ""Branco"", ""material"": ""Moletom Quentinho"", ""fechamento"": ""Elástico"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2014,Flocos de Milho Quaker 200g,21.08,"Flocos de Milho Quaker, embalagem de 200g. Cereal vegano — rico em fibras e carboidratos complexos para energia prolongada. Fonte de vitaminas e minerais, ideal no café da manhã com leite ou iogurte. Textura crocante, sabor adocicado, fornece saciedade e disposição para o dia.",https://fake-cdn.com/images/produto_2014.jpg,"[""Alimentos > Cereais Matinais"", ""Alimentos > Quaker"", ""Alimentos > Vegano""]","{""marca"": ""Quaker"", ""subcategoria"": ""Cereais Matinais"", ""peso_volume"": ""200g"", ""vegano"": true, ""sem_gluten"": false, ""organico"": false, ""integral"": true, ""fonte_de_fibras"": true}",True
SKU-2015,Arroz Parboilizado Namorado 1kg,27.13,"Arroz Parboilizado Namorado, embalagem de 1kg. Grão vegano, sem glúten — selecionado, cozimento uniforme e sabor neutro que combina com qualquer prato. Base da alimentação brasileira, fonte de carboidratos, proteínas vegetais e fibras. Rendimento superior, grãos soltos após o cozimento.",https://fake-cdn.com/images/produto_2015.jpg,"[""Alimentos > Arroz e Feijão"", ""Alimentos > Namorado"", ""Alimentos > Vegano""]","{""marca"": ""Namorado"", ""subcategoria"": ""Arroz e Feijão"", ""peso_volume"": ""1kg"", ""vegano"": true, ""sem_gluten"": true, ""organico"": false}",True
SKU-2016,"Smart TV Samsung 75"" 8K AMOLED",7440.05,"Smart TV Samsung de 75 polegadas com resolução 8K e tecnologia de painel AMOLED. Sistema operacional Roku TV com acesso a Netflix, Prime Video, YouTube e mais. Suporte a Sem HDR para imagens com maior contraste e cores vivas. 3 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2016.jpg,"[""Eletrônicos > TVs > 8K"", ""Eletrônicos > TVs > AMOLED"", ""Samsung > TVs""]","{""marca"": ""Samsung"", ""polegadas"": ""75"", ""resolucao"": ""8K"", ""tecnologia_painel"": ""AMOLED"", ""sistema_operacional"": ""Roku TV"", ""hdr"": ""Sem HDR"", ""portas_hdmi"": 3, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2017,Smartphone TCL TCL 50 XL 16GB/512GB Branco,2739.56,"Smartphone TCL TCL 50 XL com 16GB de RAM e 512GB de armazenamento interno. Câmera principal de 64MP para fotos e vídeos com alta definição. Bateria de 5000mAh com carregamento rápido, tela de 7.0"". Conectividade 5G para velocidades ultrarrápidas. Disponível na cor Branco.",https://fake-cdn.com/images/produto_2017.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > TCL"", ""TCL > Smartphones"", ""Eletrônicos > Smartphones > 5G""]","{""marca"": ""TCL"", ""modelo"": ""TCL 50 XL"", ""ram"": ""16GB"", ""armazenamento"": ""512GB"", ""camera_principal"": ""64MP"", ""bateria"": ""5000mAh"", ""tela"": ""7.0\"""", ""cor"": ""Branco"", ""5g"": true, ""sistema"": ""Android""}",True
SKU-2018,Fone Gamer Beats Vermelho  Bluetooth,110.08,"Fone Gamer Beats com conectividade Bluetooth 5.0 + P2. Autonomia de bateria de 20 horas com uma única carga. Resistência à água Sem resistência à água. Design confortável na cor Vermelho, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2018.jpg,"[""Eletrônicos > Áudio > Fone Gamers"", ""Beats > Áudio""]","{""marca"": ""Beats"", ""tipo"": ""Fone Gamer"", ""conectividade"": ""Bluetooth 5.0 + P2"", ""autonomia_bateria"": ""20 horas"", ""resistencia_agua"": ""Sem resistência à água"", ""cancelamento_ruido_anc"": false, ""cor"": ""Vermelho"", ""microfone_integrado"": true}",True
SKU-2019,"Panela de Pressão Panelux Alumínio 4,5L",692.16,"Panela de Pressão Panelux fabricado em Alumínio com Antiaderente. Capacidade de 4,5L, cor Preto. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: Bivolt.",https://fake-cdn.com/images/produto_2019.jpg,"[""Casa e Cozinha > Panelas e Frigideiras"", ""Panelux > Casa e Cozinha""]","{""marca"": ""Panelux"", ""subcategoria"": ""Panelas e Frigideiras"", ""produto"": ""Panela de Pressão"", ""material"": ""Alumínio com Antiaderente"", ""capacidade"": ""4,5L"", ""cor"": ""Preto"", ""compativel_inducao"": false, ""voltagem"": ""Bivolt""}",True
SKU-2020,Shorts C&A Regular Fit Cinza Mescla,428.37,"Shorts C&A no estilo Regular Fit para o Meia Estação. Confeccionada em Algodão + Elastano, proporciona conforto e leveza durante todo o dia. Cor Cinza Mescla, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2020.jpg,"[""Roupas > Feminino > Shortss"", ""Roupas > Feminino > Meia Estação"", ""C&A > Feminino""]","{""marca"": ""C&A"", ""tipo"": ""Shorts"", ""genero"": ""Feminino"", ""cor"": ""Cinza Mescla"", ""tamanho"": ""GG"", ""material"": ""Algodão + Elastano"", ""temporada"": ""Meia Estação"", ""fit"": ""Regular Fit""}",True
SKU-2021,Macacão Forum Oversized Bege,643.78,"Macacão Forum no estilo Oversized para o Inverno. Confeccionada em Linho, proporciona conforto e leveza durante todo o dia. Cor Bege, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2021.jpg,"[""Roupas > Masculino > Macacãos"", ""Roupas > Masculino > Inverno"", ""Forum > Masculino""]","{""marca"": ""Forum"", ""tipo"": ""Macacão"", ""genero"": ""Masculino"", ""cor"": ""Bege"", ""tamanho"": ""GG"", ""material"": ""Linho"", ""temporada"": ""Inverno"", ""fit"": ""Oversized""}",True
SKU-2022,Camisa Social Farm Regular Fit Caramelo,349.56,"Camisa Social Farm no estilo Regular Fit para o Outlet. Confeccionada em Malha Premium, proporciona conforto e leveza durante todo o dia. Cor Caramelo, disponível no tamanho M. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2022.jpg,"[""Roupas > Feminino > Camisa Socials"", ""Roupas > Feminino > Outlet"", ""Farm > Feminino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Farm"", ""tipo"": ""Camisa Social"", ""genero"": ""Feminino"", ""cor"": ""Caramelo"", ""tamanho"": ""M"", ""material"": ""Malha Premium"", ""temporada"": ""Outlet"", ""fit"": ""Regular Fit""}",True
SKU-2023,Macacão Lilica Ripilica Rosa 2-4 anos,164.29,"Macacão infantil Lilica Ripilica na cor Rosa para crianças de 2-4 anos. Fabricado em Malha 100% Algodão, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2023.jpg,"[""Roupas > Infantil > Macacãos"", ""Roupas > Infantil > 2-4 anos"", ""Lilica Ripilica > Infantil""]","{""marca"": ""Lilica Ripilica"", ""tipo"": ""Macacão"", ""faixa_etaria"": ""2-4 anos"", ""cor"": ""Rosa"", ""material"": ""Malha 100% Algodão"", ""fechamento"": ""Botão de Pressão"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2024,Café Torrado Moído Nescafé 10 cápsulas,43.71,"Café Torrado Moído Nescafé, embalagem de 10 cápsulas. Café torrado e moído com aroma intenso, teor de cafeína elevado para disposição e foco. Sabor encorpado com notas de amêndoa e caramelo, acidez equilibrada. Produto orgânico — para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2024.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > Nescafé"", ""Alimentos > Orgânicos e Naturais""]","{""marca"": ""Nescafé"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""10 cápsulas"", ""vegano"": false, ""sem_gluten"": false, ""organico"": true}",True
SKU-2025,Aveia em Flocos Kellogg's 200g,36.41,"Aveia em Flocos Kellogg's, embalagem de 200g. Cereal sem glúten — rico em fibras e carboidratos complexos para energia prolongada. Fonte de vitaminas e minerais, ideal no café da manhã com leite ou iogurte. Textura crocante, sabor adocicado, fornece saciedade e disposição para o dia.",https://fake-cdn.com/images/produto_2025.jpg,"[""Alimentos > Cereais Matinais"", ""Alimentos > Kellogg's""]","{""marca"": ""Kellogg's"", ""subcategoria"": ""Cereais Matinais"", ""peso_volume"": ""200g"", ""vegano"": false, ""sem_gluten"": true, ""organico"": false, ""integral"": true, ""fonte_de_fibras"": true}",True
SKU-2026,"Smart TV TCL 32"" HD QLED",4008.31,"Smart TV TCL de 32 polegadas com resolução HD e tecnologia de painel QLED. Sistema operacional Android TV com acesso a Netflix, Prime Video, YouTube e mais. Suporte a HDR10 para imagens com maior contraste e cores vivas. 3 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2026.jpg,"[""Eletrônicos > TVs > HD"", ""Eletrônicos > TVs > QLED"", ""TCL > TVs""]","{""marca"": ""TCL"", ""polegadas"": ""32"", ""resolucao"": ""HD"", ""tecnologia_painel"": ""QLED"", ""sistema_operacional"": ""Android TV"", ""hdr"": ""HDR10"", ""portas_hdmi"": 3, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2027,Smartphone Apple iPhone 13 6GB/256GB Roxo,1057.06,"Smartphone Apple iPhone 13 com 6GB de RAM e 256GB de armazenamento interno. Câmera principal de 50MP para fotos e vídeos com alta definição. Bateria de 5500mAh com carregamento rápido, tela de 6.67"". Disponível na cor Roxo.",https://fake-cdn.com/images/produto_2027.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Apple"", ""Apple > Smartphones""]","{""marca"": ""Apple"", ""modelo"": ""iPhone 13"", ""ram"": ""6GB"", ""armazenamento"": ""256GB"", ""camera_principal"": ""50MP"", ""bateria"": ""5500mAh"", ""tela"": ""6.67\"""", ""cor"": ""Roxo"", ""5g"": false, ""sistema"": ""iOS""}",True
SKU-2028,Fone Gamer Multilaser Azul ANC Bluetooth,886.48,"Fone Gamer Multilaser com conectividade Bluetooth 5.0 + P2. Cancelamento ativo de ruído (ANC) para isolamento sonoro superior. Autonomia de bateria de 20 horas com uma única carga. Resistência à água IPX5. Design confortável na cor Azul, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2028.jpg,"[""Eletrônicos > Áudio > Fone Gamers"", ""Multilaser > Áudio"", ""Eletrônicos > Áudio > Cancelamento de Ruído""]","{""marca"": ""Multilaser"", ""tipo"": ""Fone Gamer"", ""conectividade"": ""Bluetooth 5.0 + P2"", ""autonomia_bateria"": ""20 horas"", ""resistencia_agua"": ""IPX5"", ""cancelamento_ruido_anc"": true, ""cor"": ""Azul"", ""microfone_integrado"": true}",True
SKU-2029,Torradeira Oster Plástico 1200W,307.75,"Torradeira Oster fabricado em Plástico ABS + Aço Inox. Capacidade de 1200W, cor Vermelho. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 220v.",https://fake-cdn.com/images/produto_2029.jpg,"[""Casa e Cozinha > Eletrodomésticos Pequenos"", ""Oster > Casa e Cozinha""]","{""marca"": ""Oster"", ""subcategoria"": ""Eletrodomésticos Pequenos"", ""produto"": ""Torradeira"", ""material"": ""Plástico ABS + Aço Inox"", ""capacidade"": ""1200W"", ""cor"": ""Vermelho"", ""compativel_inducao"": false, ""voltagem"": ""220v""}",True
SKU-2030,Shorts C&A Relaxed Fit Preto,200.07,"Shorts C&A no estilo Relaxed Fit para o Inverno. Confeccionada em Moletom Fleece, proporciona conforto e leveza durante todo o dia. Cor Preto, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2030.jpg,"[""Roupas > Feminino > Shortss"", ""Roupas > Feminino > Inverno"", ""C&A > Feminino""]","{""marca"": ""C&A"", ""tipo"": ""Shorts"", ""genero"": ""Feminino"", ""cor"": ""Preto"", ""tamanho"": ""GG"", ""material"": ""Moletom Fleece"", ""temporada"": ""Inverno"", ""fit"": ""Relaxed Fit""}",True
SKU-2031,Pijama Osklen Cropped Branco,502.58,"Pijama Osklen no estilo Cropped para o Outlet. Confeccionada em Moletom Fleece, proporciona conforto e leveza durante todo o dia. Cor Branco, disponível no tamanho XGG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2031.jpg,"[""Roupas > Feminino > Pijamas"", ""Roupas > Feminino > Outlet"", ""Osklen > Feminino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Osklen"", ""tipo"": ""Pijama"", ""genero"": ""Feminino"", ""cor"": ""Branco"", ""tamanho"": ""XGG"", ""material"": ""Moletom Fleece"", ""temporada"": ""Outlet"", ""fit"": ""Cropped""}",True
SKU-2032,Pijama Colcci Relaxed Fit Bege,554.28,"Pijama Colcci no estilo Relaxed Fit para o Outlet. Confeccionada em Seda Acetinada, proporciona conforto e leveza durante todo o dia. Cor Bege, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2032.jpg,"[""Roupas > Masculino > Pijamas"", ""Roupas > Masculino > Outlet"", ""Colcci > Masculino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Colcci"", ""tipo"": ""Pijama"", ""genero"": ""Masculino"", ""cor"": ""Bege"", ""tamanho"": ""GG"", ""material"": ""Seda Acetinada"", ""temporada"": ""Outlet"", ""fit"": ""Relaxed Fit""}",True
SKU-2033,Pijama Infantil Kyly Verde Água 6-8 anos,184.63,"Pijama Infantil infantil Kyly na cor Verde Água para crianças de 6-8 anos. Fabricado em Moletom Quentinho, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2033.jpg,"[""Roupas > Infantil > Pijama Infantils"", ""Roupas > Infantil > 6-8 anos"", ""Kyly > Infantil""]","{""marca"": ""Kyly"", ""tipo"": ""Pijama Infantil"", ""faixa_etaria"": ""6-8 anos"", ""cor"": ""Verde Água"", ""material"": ""Moletom Quentinho"", ""fechamento"": ""Elástico"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2034,Macarrão Parafuso Nissin 1kg,15.73,"Macarrão Parafuso Nissin, embalagem de 1kg. Massa sem glúten — de trigo selecionado, textura firme al dente após cozimento em torno de 8 minutos. Versátil para molhos vermelhos, brancos, pesto e receitas ao forno. Fonte de carboidratos, praticidade e rendimento para refeições completas da família.",https://fake-cdn.com/images/produto_2034.jpg,"[""Alimentos > Massas"", ""Alimentos > Nissin""]","{""marca"": ""Nissin"", ""subcategoria"": ""Massas"", ""peso_volume"": ""1kg"", ""vegano"": false, ""sem_gluten"": true, ""organico"": false, ""cozimento"": ""8 minutos""}",True
SKU-2035,Bombom Sortido Hershey's 100g,8.85,"Bombom Sortido Hershey's, embalagem de 100g. Chocolate sem glúten — com sabor intenso e textura cremosa que derrete na boca. Rico em cacau, fonte de antioxidantes flavonoides e feniletilamina que melhora o humor. Perfeito para presentear, sobremesas, fondue ou consumo puro como indulgência.",https://fake-cdn.com/images/produto_2035.jpg,"[""Alimentos > Chocolates e Doces"", ""Alimentos > Hershey's""]","{""marca"": ""Hershey's"", ""subcategoria"": ""Chocolates e Doces"", ""peso_volume"": ""100g"", ""vegano"": false, ""sem_gluten"": true, ""organico"": false}",True
SKU-2036,"Smart TV Philips 55"" Full HD AMOLED",4552.54,"Smart TV Philips de 55 polegadas com resolução Full HD e tecnologia de painel AMOLED. Sistema operacional Google TV com acesso a Netflix, Prime Video, YouTube e mais. Suporte a Dolby Vision para imagens com maior contraste e cores vivas. 2 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2036.jpg,"[""Eletrônicos > TVs > Full HD"", ""Eletrônicos > TVs > AMOLED"", ""Philips > TVs""]","{""marca"": ""Philips"", ""polegadas"": ""55"", ""resolucao"": ""Full HD"", ""tecnologia_painel"": ""AMOLED"", ""sistema_operacional"": ""Google TV"", ""hdr"": ""Dolby Vision"", ""portas_hdmi"": 2, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2037,Smartphone Apple iPhone 15 Pro 8GB/128GB Branco,4558.22,"Smartphone Apple iPhone 15 Pro com 8GB de RAM e 128GB de armazenamento interno. Câmera principal de 50MP para fotos e vídeos com alta definição. Bateria de 5500mAh com carregamento rápido, tela de 6.8"". Disponível na cor Branco.",https://fake-cdn.com/images/produto_2037.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Apple"", ""Apple > Smartphones""]","{""marca"": ""Apple"", ""modelo"": ""iPhone 15 Pro"", ""ram"": ""8GB"", ""armazenamento"": ""128GB"", ""camera_principal"": ""50MP"", ""bateria"": ""5500mAh"", ""tela"": ""6.8\"""", ""cor"": ""Branco"", ""5g"": false, ""sistema"": ""iOS""}",True
SKU-2038,Fone Gamer Anker Verde  Com,219.43,"Fone Gamer Anker com conectividade Com fio USB-C. Autonomia de bateria de 40 horas com uma única carga. Resistência à água Sem resistência à água. Design confortável na cor Verde, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2038.jpg,"[""Eletrônicos > Áudio > Fone Gamers"", ""Anker > Áudio""]","{""marca"": ""Anker"", ""tipo"": ""Fone Gamer"", ""conectividade"": ""Com fio USB-C"", ""autonomia_bateria"": ""40 horas"", ""resistencia_agua"": ""Sem resistência à água"", ""cancelamento_ruido_anc"": false, ""cor"": ""Verde"", ""microfone_integrado"": true}",True
SKU-2039,Conjunto de Tigelas Inox Ordene Aço 5L,89.75,"Conjunto de Tigelas Inox Ordene fabricado em Aço Inox 304. Capacidade de 5L, cor Prata. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 220v.",https://fake-cdn.com/images/produto_2039.jpg,"[""Casa e Cozinha > Organização e Armazenamento"", ""Ordene > Casa e Cozinha""]","{""marca"": ""Ordene"", ""subcategoria"": ""Organização e Armazenamento"", ""produto"": ""Conjunto de Tigelas Inox"", ""material"": ""Aço Inox 304"", ""capacidade"": ""5L"", ""cor"": ""Prata"", ""compativel_inducao"": false, ""voltagem"": ""220v""}",True
